NaamWetenschappelijk,Jaar,year_est,year_se,intercept,listlength,listlength_est,listlength_se,prop_est,prop_lwr,prop_upr
Acer campestre L.,2015,0.7746292461309191,0.08955595512479277,0.8464536484788807,130,-0.5375621576713651,0.06439301066568387,0.7471596717184152,0.7118546745524569,0.7794789704083188
Acer campestre L.,2016,0.8537487474866424,0.09771098554053174,0.8464536484788807,130,-0.5375621576713651,0.06439301066568387,0.7618121288374152,0.7245646923663072,0.795444575462554
Acer campestre L.,2017,0.93274491789371,0.10661147889296953,0.8464536484788807,130,-0.5375621576713651,0.06439301066568387,0.7758487264386502,0.736608194606837,0.8107451688573114
Acer campestre L.,2018,1.0116916091397126,0.11608402701316915,0.8464536484788807,130,-0.5375621576713651,0.06439301066568387,0.7892787027998056,0.7480831469410115,0.8253107288183487
Acer negundo L.,1990,-1.6452163482592057,0.4174526593718331,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.1273446593862641,0.059549633431957745,0.25166759978286246
Acer negundo L.,1991,-1.4724832398699497,0.3735902473918877,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.1478064144994947,0.07592194280662898,0.268012500837079
Acer negundo L.,1992,-1.3003330696205873,0.33167934525621645,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.17082945524459311,0.09594467574626764,0.2856916915606403
Acer negundo L.,1993,-1.1296359214567486,0.2926467704937656,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.19638188979157992,0.1197967247729305,0.3049640972298025
Acer negundo L.,1994,-0.9615089924709451,0.25768345767131506,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.2242730931048468,0.14725397101505264,0.32616780038459997
Acer negundo L.,1995,-0.797212042403119,0.22817863243261644,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.2541425607930856,0.17755570342603152,0.34971735305839174
Acer negundo L.,1996,-0.6380625774101724,0.20552347427310516,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.2854696726112554,0.2094015329666567,0.37602781024362675
Acer negundo L.,1997,-0.4853681434098867,0.1906942582798736,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.31760608075540303,0.24118683113011558,0.40530550746635224
Acer negundo L.,1998,-0.34037319536850263,0.1837047438244792,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.34982688005286394,0.27146355647111464,0.4372351357746584
Acer negundo L.,1999,-0.2042181660532303,0.18333577593497233,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.3813917268388096,0.29936640893478034,0.4707898786311817
Acer negundo L.,2000,-0.07790856454155393,0.18747775560123836,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.41160468713915954,0.3246921534716402,0.5044048560184071
Acer negundo L.,2001,0.037707822282597114,0.19382335864006736,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.4398627135572227,0.347654317953467,0.5364172661793893
Acer negundo L.,2002,0.1419572835945303,0.20039495206722036,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.4656865749574924,0.36859251614337146,0.5654522752208567
Acer negundo L.,2003,0.23435146652140423,0.20573791278124548,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.4887330075781091,0.3878042396770795,0.5905888604326905
Acer negundo L.,2004,0.31459466187548096,0.20890813938236633,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5087909927723273,0.40548822595236056,0.6113484420433569
Acer negundo L.,2005,0.38258786585449234,0.20939966367477245,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5257673521594795,0.42173903812258934,0.6276059950875434
Acer negundo L.,2006,0.43843008226070646,0.20708394014539586,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5396672169927565,0.4365526607936451,0.6394945204005652
Acer negundo L.,2007,0.48241702028186173,0.2021826323506685,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5505739495592291,0.4498256137645203,0.6473372558072198
Acer negundo L.,2008,0.5150370327907989,0.19527623138484476,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5586315124712338,0.46134168464396197,0.6516187961418877
Acer negundo L.,2009,0.5369638306122104,0.1873414286889612,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5640306776850105,0.47074692280980823,0.6529925840733628
Acer negundo L.,2010,0.5490452006300268,0.17979187882880587,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5669991549900347,0.47752375189204943,0.6523084715055106
Acer negundo L.,2011,0.5522866519217312,0.17445396337099356,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5677947938160333,0.4809970721082261,0.6506204347539645
Acer negundo L.,2012,0.5478286172545334,0.17335383053030667,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5667004459402302,0.4804334695879343,0.6491053995045181
Acer negundo L.,2013,0.5369155515946751,0.1782303415208447,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5640188058344097,0.47527712822390095,0.6488411334831596
Acer negundo L.,2014,0.5208550008599377,0.18995591898337424,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5600655111206455,0.4654342476212668,0.6505231974579292
Acer negundo L.,2015,0.5009644712072223,0.20830595073034072,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.555158940780971,0.45138544316466683,0.6543349889498343
Acer negundo L.,2016,0.47850372237647176,0.23225681317420804,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5496054437784028,0.43402765318208686,0.6600664337418289
Acer negundo L.,2017,0.4545899514601979,0.26049800830465575,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.543679097941345,0.4143932391095805,0.6673356016676933
Acer negundo L.,2018,0.43009324240403,0.2918146550894687,0.06894975036203344,130,-0.3483768171075727,0.17820885342481088,0.5375954518152257,0.39341898483025517,0.6757471786814505
Acer platanoides L.,1990,-0.5156003761680066,0.1381747971171378,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.4943419195470188,0.4258061448986588,0.5630909981615358
Acer platanoides L.,1991,-0.5045201460080031,0.12366468309123033,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.49711176767740817,0.435638452956325,0.5586725258303232
Acer platanoides L.,1992,-0.4932048092457474,0.10991109352126617,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.49994056974320267,0.44520596769365767,0.5546765961955897
Acer platanoides L.,1993,-0.481303449607055,0.09725701034603225,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5029158765962366,0.4544143439923809,0.5513625949188494
Acer platanoides L.,1994,-0.4683654868425116,0.08613155023184521,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5061500901574334,0.46315155428469656,0.5490578384224409
Acer platanoides L.,1995,-0.45388284331601303,0.07701071709102997,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5097698175769901,0.4712972939538624,0.5481269588997044
Acer platanoides L.,1996,-0.43732415150363574,0.07032330384926029,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5139071461618016,0.47876186894330275,0.5489154292665713
Acer platanoides L.,1997,-0.41816206097661157,0.06628995926392131,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5186925409919375,0.4855602935253014,0.5516612130200826
Acer platanoides L.,1998,-0.39589466671492846,0.06476523192969118,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5242490666746907,0.4918862017387216,0.556409547134333
Acer platanoides L.,1999,-0.3700620172166229,0.06522266466456063,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5306876477167943,0.4981149443492295,0.5630009760750577
Acer platanoides L.,2000,-0.34025857747452565,0.06692351420540497,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5381031097574563,0.5047152307947409,0.571152663550717
Acer platanoides L.,2001,-0.3061424239120607,0.06913510366913786,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5465707880249869,0.5121362300362368,0.5805654071167102
Acer platanoides L.,2002,-0.2674418401119031,0.07126626355893893,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5561435507579547,0.5207362793485663,0.5909895852205205
Acer platanoides L.,2003,-0.2239598669513323,0.07290730935959165,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5668491630184084,0.5307592591933737,0.6022435000997344
Acer platanoides L.,2004,-0.17557724103407005,0.07382202830536505,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5786880065332538,0.5423348447009542,0.6142076765360028
Acer platanoides L.,2005,-0.12225403282734319,0.07393010019450295,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.5916312665108615,0.5554837775294235,0.6268140853205666
Acer platanoides L.,2006,-0.0640301718639249,0.07329653334034451,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.6056197853218552,0.5701207559978776,0.6400382082181189
Acer platanoides L.,2007,-0.0010249215400935097,0.07213136583203432,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.6205638503358553,0.586054735073065,0.6538950695834842
Acer platanoides L.,2008,0.06656475902143075,0.07079502933249283,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.6363442118478885,0.6029906331990118,0.6684364661973
Acer platanoides L.,2009,0.1384671534033225,0.06979576228261246,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.6528146009600067,0.6205404332137507,0.6837427457783372
Acer platanoides L.,2010,0.21434033802900604,0.06975353023624863,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.669805926693212,0.6382554662682067,0.6998984817173887
Acer platanoides L.,2011,0.2937787778913121,0.07130226950307605,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.6871321782099111,0.6556890123387997,0.7169434781920816
Acer platanoides L.,2012,0.376322521488277,0.07493635444257052,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.70459785905771,0.6724786017320984,0.7348093971688903
Acer platanoides L.,2013,0.4614696637998889,0.08087484622494694,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.7220065687477024,0.6884080029758226,0.7532806560863257
Acer platanoides L.,2014,0.5486928543973792,0.08903436137617793,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.7391701661218618,0.7034104166134153,0.772015796046553
Acer platanoides L.,2015,0.6374607257568248,0.0991160322044683,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.7559178420066854,0.7175205430690822,0.7906188765586792
Acer platanoides L.,2016,0.7272652002421218,0.11072933088911521,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.7721044252974999,0.7308173906871755,0.8087163681996544
Acer platanoides L.,2017,0.8176556976038551,0.12348737028941556,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.7876173518203897,0.7433870740466728,0.8260083433212119
Acer platanoides L.,2018,0.9082813015678409,0.1370610351715752,1.0702369645027878,130,-0.5772698762853495,0.06349302023133019,0.8023819144340444,0.7553081817094414,0.8422905301050235
Acer pseudoplatanus L.,1990,-0.2782493339249379,0.09062083726716796,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8113310660999281,0.7820138136154778,0.8375246037621935
Acer pseudoplatanus L.,1991,-0.2593039865427311,0.0860717020030868,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8142139960959929,0.7867565393758585,0.8388601162941791
Acer pseudoplatanus L.,1992,-0.24035858982649455,0.08164186934040292,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8170628140464964,0.7913842178060532,0.8402187881647626
Acer pseudoplatanus L.,1993,-0.2214130701410613,0.07735188670601979,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8198776305067337,0.7958921042046788,0.8416054733973473
Acer pseudoplatanus L.,1994,-0.20246733293808936,0.07322622959260537,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8226585682496149,0.8002746687244988,0.8430258982060155
Acer pseudoplatanus L.,1995,-0.18352127160416604,0.06929390841908493,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8254057605163914,0.8045254847143354,0.8444867701727169
Acer pseudoplatanus L.,1996,-0.1645747746388018,0.0655890744507098,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8281193496021493,0.8086371281029107,0.845995874487929
Acer pseudoplatanus L.,1997,-0.14562773138444182,0.062151498070445614,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8307994857234707,0.8126011232955661,0.8475621221701224
Acer pseudoplatanus L.,1998,-0.1266800365229157,0.05902670424986867,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.833446326119966,0.8164079920514827,0.8491954942358949
Acer pseudoplatanus L.,1999,-0.10773159353944735,0.05626544550318115,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.836060034346352,0.8200474845002502,0.8509068031216408
Acer pseudoplatanus L.,2000,-0.08878231733784667,0.05392211160094258,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8386407797170676,0.8235090846264901,0.8527071794732463
Acer pseudoplatanus L.,2001,-0.06983213616994606,0.052051702013577554,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8411887368708635,0.8267828646478691,0.8546072102805263
Acer pseudoplatanus L.,2002,-0.05088099301962741,0.050705238160384095,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8437040854281843,0.8298606867711102,0.856615730211285
Acer pseudoplatanus L.,2003,-0.03192884655760802,0.049924037933088895,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8461870097193678,0.8327376063445393,0.858738412393076
Acer pseudoplatanus L.,2004,-0.012975671758032038,0.04973399068943903,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8486376985666069,0.8354131590906428,0.8609764761499425
Acer pseudoplatanus L.,2005,0.005978539757788073,0.050141456473603976,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8510563451072096,0.8378921236636866,0.8633259205659226
Acer pseudoplatanus L.,2006,0.02493377961116478,0.05113219431892018,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8534431466499167,0.8401844493806676,0.8657775940744241
Acer pseudoplatanus L.,2007,0.043890022776242224,0.05267371787524256,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8557983045598668,0.8423043240455895,0.8683181251364784
Acer pseudoplatanus L.,2008,0.06284722792373773,0.05472022463106059,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8581220241712436,0.8442686702599079,0.8709314255381388
Acer pseudoplatanus L.,2009,0.08180533803753313,0.05721850653102221,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8604145147296788,0.8460955111347456,0.8736003252581456
Acer pseudoplatanus L.,2010,0.10076428136946085,0.06011334135030358,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.862675989369147,0.8478025810624877,0.8763079630614294
Acer pseudoplatanus L.,2011,0.11972397282333086,0.06335149898450504,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8649066651303322,0.8494063690191548,0.8790387451099513
Acer pseudoplatanus L.,2012,0.13868431588436697,0.06688418130806499,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8671067630293066,0.8509216019858798,0.8817788637202941
Acer pseudoplatanus L.,2013,0.15764520523439884,0.07066814863195346,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8692765081867846,0.852361073568645,0.8845164708702036
Acer pseudoplatanus L.,2014,0.1766065302158716,0.07466593794199208,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8714161300292034,0.8537356962634354,0.8872416276657218
Acer pseudoplatanus L.,2015,0.19556817932829573,0.07884555072770147,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8735258625733691,0.8550546729804117,0.8899461338112032
Acer pseudoplatanus L.,2016,0.21453004595825861,0.08317989066619119,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8756059448063802,0.8563257147907294,0.8926233097961637
Acer pseudoplatanus L.,2017,0.23349203555741815,0.08764613008665918,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8776566211718938,0.8575552609824377,0.8952677754380299
Acer pseudoplatanus L.,2018,0.2524540744906074,0.09222510535140513,2.338552828545391,130,-0.601621110799716,0.04935190539965461,0.8796781421725131,0.8587486788151022,0.8978752471854797
Achillea millefolium L.,1990,0.3028722906376591,0.15921651998261616,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9393993382338804,0.9185271641103917,0.955185246636731
Achillea millefolium L.,1991,0.26017049865781877,0.1446598150941767,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9369223005394736,0.9175044769576344,0.9520086207388548
Achillea millefolium L.,1992,0.21768064167330858,0.13087424222979574,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.934364088858077,0.9163682233000393,0.9487043710732722
Achillea millefolium L.,1993,0.17571905039631658,0.11815900937036361,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9317432914669703,0.9150925677902596,0.9453238327836418
Achillea millefolium L.,1994,0.1346918968447302,0.10686533673783313,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9290873855642239,0.9136488187382681,0.9419411219839062
Achillea millefolium L.,1995,0.09505718360292456,0.09735476377783465,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9264312672471854,0.9120085906809231,0.9386489504717384
Achillea millefolium L.,1996,0.057293907741260114,0.08993097395869509,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9238156496666671,0.9101521848288795,0.9355484056690057
Achillea millefolium L.,1997,0.02187744515130158,0.08474773777068229,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9212853125725863,0.9080825615133022,0.9327321388165118
Achillea millefolium L.,1998,-0.010739765838748437,0.08172584038531619,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9188872152948286,0.9058403319280898,0.9302654756530879
Achillea millefolium L.,1999,-0.0401431055691826,0.0805338362113483,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9166685142571367,0.9035103474323428,0.9281749629586116
Achillea millefolium L.,2000,-0.06596700770104122,0.08065864688481807,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9146745505724877,0.9012132356806931,0.9264512415518554
Achillea millefolium L.,2001,-0.08790324791858531,0.08152770689133682,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9129468901163378,0.8990854447995336,0.9250630449446586
Achillea millefolium L.,2002,-0.10570688959695954,0.08261811430775899,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9115215063686234,0.8972577227391063,0.9239728309988934
Achillea millefolium L.,2003,-0.1192003854858776,0.0835195518004442,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9104271952967601,0.8958390136106771,0.923147518233588
Achillea millefolium L.,2004,-0.12827622653586512,0.08395664856236505,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9096843026847076,0.8949068976524833,0.9225636195385412
Achillea millefolium L.,2005,-0.13289841858401613,0.08379036451726905,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9093038292593383,0.8945027808176214,0.9222089096054685
Achillea millefolium L.,2006,-0.13310295579323653,0.08301384835529854,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.909286959586686,0.8946299673251805,0.9220827286041894
Achillea millefolium L.,2007,-0.12899734721300077,0.08175010702290061,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9096250387894416,0.8952536154322684,0.9221960354101849
Achillea millefolium L.,2008,-0.120759140093595,0.08025192006400186,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.910299998261596,0.8963024650868993,0.9225713082350879
Achillea millefolium L.,2009,-0.10863327105987473,0.07889794058587589,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9112852091611686,0.897673103000534,0.9232413907093793
Achillea millefolium L.,2010,-0.09292796442757897,0.07817166164899668,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9125467219619958,0.8992384385400588,0.9242453630276342
Achillea millefolium L.,2011,-0.07400878653566759,0.07860552312430497,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9140448332678882,0.900862309782368,0.9256191827890047
Achillea millefolium L.,2012,-0.052290357043847505,0.08068267311693486,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9157359091177583,0.9024199447647577,0.9273809774835046
Achillea millefolium L.,2013,-0.028225114280321872,0.08472235432962755,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.917574388858452,0.9038186050033077,0.9295162537277754
Achillea millefolium L.,2014,-0.0022884341366542563,0.09080735580760527,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9195148968078055,0.9050087147043442,0.9319723459450585
Achillea millefolium L.,2015,0.025040686316793584,0.09879553996138865,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9215144011828438,0.9059802100965142,0.9346670783994908
Achillea millefolium L.,2016,0.05330424449564716,0.10839823480336122,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9235343807707552,0.906748953253072,0.9375066253509563
Achillea millefolium L.,2017,0.08209606838201905,0.11927371698997813,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.925542987517758,0.9073425926104632,0.9404031568172643
Achillea millefolium L.,2018,0.11109982726372077,0.13110002054955236,3.1620983891706493,130,-0.7240358239204654,0.054635940387266345,0.9275172232656156,0.9077914951395847,0.9432867491434607
Achillea ptarmica L.,1990,0.3820986636461104,0.18935803239151514,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.7341899970274226,0.6541360805737971,0.8013418509091278
Achillea ptarmica L.,1991,0.3352110333427577,0.1709191114456989,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.7249397607576638,0.6518679648679143,0.7876698508149877
Achillea ptarmica L.,1992,0.2885193893766852,0.15343897945414822,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.7155322525192178,0.6492009700112756,0.773693364670821
Achillea ptarmica L.,1993,0.2423162577535884,0.13731438390648504,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.7060349093075577,0.6460165344271321,0.7596629307581454
Achillea ptarmica L.,1994,0.1969772449936053,0.12302577471963809,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.6965377242569523,0.6421741468929305,0.7459099590404481
Achillea ptarmica L.,1995,0.15292588779881172,0.1110882275527743,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.687146673302189,0.6375247345097441,0.7328223945413237
Achillea ptarmica L.,1996,0.11060513746774914,0.10195612027015413,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.677977469168181,0.6319474001885965,0.7207942536640523
Achillea ptarmica L.,1997,0.07045459662325956,0.09587661721849283,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.6691497455850025,0.6254131453390624,0.7101464117337554
Achillea ptarmica L.,1998,0.03289265643595371,0.09274506247961478,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.6607817863495997,0.618052427943636,0.7010431487236006
Achillea ptarmica L.,1999,-0.0016972646391658353,0.09206770989742717,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.6529859036425483,0.6101766266735597,0.6934558021003716
Achillea ptarmica L.,2000,-0.03297711007823893,0.09308319034581072,1.1122054630891627,130,-0.4783180591079593,0.07912600801022798,0.6458645395009385,0.6022248328832388,0.6872032915273352
