name;YearMeanMean;YearMean05;YearMean95;YearPrecMean;YearPrec05;YearPrec95;GSMeanMean;GSMean05;GSMean95;Area (km²);EasternLim;WesternLim;NorthernLim;SouthernLim
Viola reichenbachiana;9,485166944;5,7384468;14,37471497;735,9183627;507,6931876;1292,352456;15,03470783;11,35856604;20,13837126;4451600;50,17;-10,17;60,83;37,5
Viola riviniana;8,097958051;2,299900214;14,85341494;708,8260937;512,3686978;1202,479585;13,70165456;8,558471845;19,80410109;6264800;46,83;-10,5;70,17;36,5
Viola tricolor;6,122755779;0,264172913;12,05608629;732,1339002;510,1284183;1264,392951;12,66396368;7,964192231;16,95653898;6616800;59,83;-10,5;70,17;40,17
Aconitum lycoctonum;1,692769773;-1,597111781;3,99352553;724,7682672;511,3844286;1311,755371;10,59557157;5,768084544;13,77614501;1446800;59,83;7,5;69,5;53,5
Blechnum spicant;8,695714974;3,818753336;12,3016335;721,7852791;516,8333346;1210,953335;13,61243711;8,576194196;17,1311561;2558800;26,5;-10,5;68,83;39,5
Hypochaeris radicata;10,42405944;5,628498427;17,17657741;701,3261434;434,4201249;1244,869328;16,00645027;11,15933804;21,54298504;5802000;35,5;-10,5;63,5;28,83
Juncus bulbosus;7,600442564;2,892836172;11,9171557;718,5666265;520,1637086;1240,193901;12,85839855;9,19361984;16,04507955;3727600;35,83;-10,5;70,17;42,17
Acer negundo;7,434739;3,148791547;11,26005122;728,56552;502,0774982;1263,810141;14,71522247;12,03926007;18,43148954;4064800;59,83;-1,83;59,5;39,5
Acer tataricum;7,857824373;4,608697522;11,21817746;715,7112476;504,4678614;1244,539105;15,89719839;13,68983562;18,23604996;1668400;54,83;15,5;54,5;40,17
Achillea crithmifolia;9,209547031;6,968793059;11,27503045;726,7889342;520,7938658;1252,758244;15,44425089;12,82652893;18,14928961;54800;26,17;22,17;43,5;41,5
Achillea nobilis;8,386287064;3,750579824;13,52836456;665,7701423;294,8120975;1200,264468;16,48616281;12,54521651;20,14077869;4577600;59,83;0,17;56,17;33,83
Achillea pannonica;8,870147597;6,217625758;12,27481641;741,0400172;511,9172167;1316,08626;16,09117847;12,53379716;19,0270459;2015200;43,83;13,5;54,17;37,17
Adenostyles alliariae;7,293232122;2,163786906;12,42412902;752,2682057;517,6196572;1361,760848;13,01453664;6,947229396;18,17920485;480000;26,83;-6,5;50,83;40,5
Brachypodium pinnatum;7,064657463;1,90119536;12,69651802;722,7741843;506,3261351;1318,599633;13,97184784;10,73627833;18,13056301;5945200;59,83;-8,83;61,83;40,17
Allium rotundum;10,96953927;4,873042229;16,82806243;709,9715792;496,7573657;1252,803093;17,11239811;12,00957197;22,10599774;2080800;49,5;-9,5;51,17;30,83
Allium senescens;8,532554329;4,499460449;12,77844025;723,8220818;516,0949781;1279,117274;14,54524186;10,51039388;18,22612176;1642000;59,83;-8,83;53,17;39,5
Allium vineale;10,36793657;6,231941116;15,99775363;726,2096348;510,7376906;1259,584723;15,43876406;11,43711608;20,37673866;3824000;46,5;-9,5;60,5;30,5
Alnus incana;3,35256995;-1,83723479;8,806167236;716,3981099;512,6283922;1273,326223;10,82407387;5,96321637;14,75467181;4599200;59,83;4,5;70,83;40,5
Antennaria dioica;4,532730259;-1,893269224;10,31177005;732,3143186;489,243598;1271,461662;11,74384359;5,452128966;16,23225872;7824000;59,83;-10,17;71,83;36,83
Anthericum ramosum;8,058368144;5,029098389;11,69965442;725,837625;515,6176117;1253,015875;14,7345712;11,64182993;18,35607615;2717200;43,17;-0,5;55,83;40,5
Arbutus unedo;14,98444452;9,846050818;18,25227256;710,2394753;502,0883702;1250,654546;19,54244959;14,8391695;22,49190729;1911600;35,83;-9,5;45,83;29,83
Artemisia campestris;7,493747891;2,861413159;13,08526607;684,6837291;243,6502127;1243,429327;15,60260254;11,1140456;21,09529707;6848400;59,83;-2,17;66,17;32,83
Artemisia pontica;6,804169626;3,065142533;10,87795375;700,3782043;444,6650963;1226,202873;16,15646652;13,4290047;19,16899746;1752800;59,83;9,83;60,5;43,5
Aruncus dioicus;8,632573238;3,399730127;13,99163285;744,633293;522,9494503;1289,910194;14,27855776;8,274076173;19,21191199;1213200;47,5;-1,17;51,83;39,83
Brachypodium sylvaticum;9,664847014;4,850464556;16,34613335;706,7952001;501,3732118;1201,811846;15,37422736;11,50065248;20,85649514;5501600;48,5;-10,17;61,5;32,5
Asperula cynanchica;9,799519578;4,287172233;14,55232412;720,9553683;518,356633;1193,004096;15,06727869;9,728982082;19,2942243;399600;23,5;2,5;51,83;42,5
Asperula tinctoria;5,504345413;2,152019878;8,753306706;726,3915596;514,254651;1276,754269;14,17029634;11,90664853;16,236156;1188000;59,83;10,17;59,83;46,83
Bellis perennis;9,829511114;5,853076525;15,61003945;722,1426568;510,6678059;1305,416231;14,8527027;10,91598663;20,35229873;4348000;47,83;-14,83;66,5;32,5
Berberis vulgaris;8,952369032;4,937713132;13,64160711;719,8933758;501,7817043;1279,291485;15,22580534;10,40819345;19,06027954;3345600;54,17;-6,83;53,83;36,17
Bothriochloa ischaemum;10,62324068;5,769895912;16,48386623;653,3923346;149,1609817;1253,008769;17,81542561;12,38190241;24,53335663;6201600;59,83;-6,83;54,83;33,17
Briza media;8,310999439;4,017224469;13,82502867;732,4798075;506,2824407;1294,252521;14,45018543;11,08480968;19,12929845;6463200;49,5;-10,5;63,17;38,83
Bromus squarrosus;10,71312768;5,625367468;17,43911794;646,7566023;222,3807459;1165,5717;17,86064972;12,3915734;22,48788001;5860800;59,83;-9,83;53,17;29,5
Buphthalmum salicifolium;7,599839335;3,165382272;10,93042637;722,1855102;519,6359301;1193,058639;13,06172226;7,936674266;16,67767884;262400;20,5;4,83;49,83;42,83
Calamagrostis purpurea;2,22832436;-1,526341508;6,407805903;724,6544035;508,2209156;1233,957525;10,04687955;5,767139328;13,14010305;3660000;59,83;4,83;71,17;52,5
Bromus commutatus;8,877835366;5,251896029;12,86574311;736,1430243;514,4079484;1285,469297;15,04739605;11,58247486;19,24454465;4044000;49,17;-9,83;56,83;37,5
Campanula patula;5,556551664;0,7653044;10,99172399;722,6851206;508,201923;1276,137774;12,95899724;9,497182733;16,74304801;5174000;59,83;-8,5;66,17;41,17
Cardamine enneaphyllos;8,001606038;5,167236113;11,98087671;733,9388622;517,0475371;1248,437851;14,01476691;11,38844696;17,15439089;322800;22,83;10,5;51,5;40,83
Cardaria draba;11,30420877;5,108195649;19,45861101;573,968083;126,6594536;1140,077914;18,46444924;12,49787052;26,1302443;10926800;59,83;-9,5;59,5;28,5
Carduus acanthoides;8,004722462;4,354746676;11,64280274;721,5926981;503,1528656;1274,916291;15,11418809;11,89891556;18,95916837;3637200;51,17;2,5;57,17;38,5
Carduus defloratus;5,414974961;0,991281381;8,507040284;732,8850398;516,7600404;1267,805611;10,54817942;5,887175386;14,17506467;146800;15,83;4,83;50,83;44,83
Carex arenaria;8,60434068;7,095876784;10,16676933;735,9277133;518,0029031;1268,826912;13,78067442;12,26909211;14,88016682;325600;23,17;2,17;58,83;50,83
Carex canescens;5,224983129;-1,67149776;11,14625447;722,0487996;497,7237216;1250,334178;12,03289664;6,296342953;16,9542024;8206800;59,83;-14,83;71,17;38,5
Carex caryophyllea;7,937438668;3,062584931;13,00605895;725,9975578;508,6903507;1283,975325;14,48400705;11,15989651;18,92923267;6315200;59,83;-10,5;61,17;37,5
Carex ericetorum;4,835551236;-0,098918359;9,603333461;725,3420894;517,3605155;1291,013376;12,56132717;8,618956456;16,06964035;4334400;59,83;-2,83;67,17;41,17
Carex flava;7,243194613;0,722326446;12,78536694;739,9808248;510,9852366;1314,286223;12,90487937;7,030108472;17,65793703;6166000;39,5;-10,5;71,17;33,5
Bromopsis erecta;9,398747785;5,958210043;13,11244006;709,1341366;512,6136027;1203,010587;14,78137184;11,23714641;18,74731807;2993200;28,17;-9,17;55,83;40,17
Carex ornithopoda;6,477096469;0,069413684;12,83669877;721,4808587;517,5737409;1209,839521;12,2878034;5,851214554;18,93885352;788400;26,5;-4,17;67,5;41,5
Carex panicea;6,80362343;0,310772062;11,87002635;732,3925284;516,8771137;1283,519711;13,00847474;7,108204322;17,57217644;5883200;49,17;-14,83;70,5;37,17
Carex rostrata;5,092888796;-1,666834759;11,3846936;714,0611367;485,1322824;1280,90713;12,18468269;5,688866636;17,17430181;8809200;59,83;-14,83;71,17;39,83
Carex umbrosa;8,401992667;4,38647783;12,7458505;733,4809951;515,8686251;1242,703983;14,37539356;10,52356255;18,21270991;1630400;47,5;2,5;53,17;40,5
Carlina acaulis;7,679343492;3,224418427;11,69083504;722,7208608;518,7782932;1230,791804;13,2477822;8,190108847;16,37733936;807600;26,5;-2,17;54,17;39,5
Carlina biebersteinii;5,008455279;1,74453868;8,147022738;736,966582;516,4348901;1308,607922;13,03529759;10,68861489;15,50131173;3308400;59,83;5,17;63,17;44,17
Carlina vulgaris;9,197497531;5,259977743;13,71455575;726,0804465;514,8727368;1218,630755;14,6269429;11,02955104;19,34413837;3588000;58,83;-10,17;60,83;38,83
Carum carvi;5,67095196;0,088121998;10,98211443;712,3076961;495,2721638;1217,253327;12,61965324;6,893507503;17,35460747;7375200;59,83;-14,83;71,17;33,5
Centaurea jacea;6,440769331;2,049753249;11,41158217;729,9913566;510,8933023;1332,889857;13,58314941;10,19255096;17,58765452;5156400;59,17;-8,17;65,17;37,83
Bromopsis inermis;5,320880789;-1,513176286;10,61357446;690,1157199;409,6983047;1207,032103;13,66005257;7,832559363;18,36417367;5781600;59,83;6,83;67,83;42,5
Centaurea phrygia;4,223399233;1,063585925;7,932662611;745,1474182;517,7386212;1347,991998;12,17388471;10,01467431;14,46188232;1779200;57,5;14,5;63,5;46,83
Chimaphila umbellata;5,829118744;3,010623044;8,588364412;738,2832498;515,544936;1339,218;13,15784378;11,10445589;15,14641928;2906800;55,17;7,5;62,83;45,83
Cirsium erisithales;7,288689502;2,347776949;12,2637733;748,8845551;516,8785595;1321,355652;12,96939771;7,894929402;17,64705104;237200;26,83;3,17;49,5;42,17
Conium maculatum;9,779632449;2,881956169;17,40605722;594,0295473;140,0347314;1136,627927;16,68506963;11,42910661;23,08700677;12468000;59,83;-14,5;63,5;27,83
Coronilla coronata;9,16405307;5,622639596;13,49732435;731,1804965;515,4190586;1325,221453;15,10591927;11,11039446;19,6098378;352800;47,17;4,17;51,83;36,5
Corynephorus canescens;9,703983717;6,625595272;14,69829717;724,7319153;513,1495781;1239,005404;14,87038357;12,65577829;18,87991964;2102400;30,83;-9,5;57,83;35,17
Crataegus rhipidophylla;8,572024554;4,658431651;12,63210834;702,4540136;502,6444067;1198,215545;15,12423519;10,95876292;19,12627531;3471600;49,83;3,17;62,83;36,83
Crepis capillaris;9,780122067;6,163258519;15,11093077;712,6352208;510,8148343;1283,244351;14,73169191;11,03957764;20,19586059;3296000;23,17;-10,5;60,5;36,17
Bromopsis ramosa;9,748309367;6,559181637;13,07779182;724,3715198;514,5427036;1266,650563;14,29002546;11,05070751;18,23995782;2078800;21,5;-9,83;57,5;37,5
Crepis praemorsa;5,954034088;2,161309397;8,933630217;737,5004889;515,5341576;1308,8648;13,68474293;11,1835702;15,89524547;2607600;59,83;5,83;61,83;41,5
Crepis tectorum;5,013431379;-0,600447709;10,15789599;698,1666828;433,6589852;1230,290306;12,85266057;7,452253753;18,16846957;7367200;59,83;-4,5;70,17;40,83
Crepis vesicaria;13,18696217;8,743008116;17,93443686;723,8936974;500,6556482;1347,204249;17,5872586;12,63292887;22,02993942;2490800;22,17;-10,17;53,83;29,5
Cruciata glabra;9,983255553;4,824704814;15,9842798;739,8476593;513,2179263;1330,954414;15,81707155;10,36156124;20,56546256;1769600;48,17;-8,5;53,17;37,83
Cynoglossum officinale;7,812243792;2,561228191;13,66452001;706,1805139;418,3107362;1290,071042;14,79458209;11,22423001;19,17561066;7282000;59,83;-7,17;61,5;36,17
Cynosurus cristatus;8,350499244;3,966088977;13,34021852;723,1439416;516,1637635;1267,556438;14,10305075;10,97108129;19,02409577;5036000;45,5;-10,5;60,83;37,5
Dactylorhiza fuchsii;4,797839962;-1,254141968;9,90654369;726,1381076;519,0442995;1290,003949;11,84649976;7,176503782;15,19216726;2777200;59,83;-10,5;70,5;42,83
Dactylorhiza sambucina;9,771328425;4,80965215;15,51244929;740,4215279;518,8997309;1314,598436;15,36151333;11,49804611;20,06356919;1584400;56,83;-8,83;60,5;35,83
Dianthus carthusianorum;9,64357766;5,069416647;14,88274368;737,3012181;513,7388972;1346,106294;15,4840151;11,29878258;19,73167794;2140800;34,5;-4,5;55,83;37,83
Dianthus superbus;5,168740379;-1,49877764;10,94071473;726,1844884;507,559957;1247,881329;12,40557813;6,406476844;16,48280363;5257600;59,83;-1,17;70,83;41,83
Bupleurum falcatum;10,06151899;4,602440511;19,13859204;682,4660557;370,7816237;1220,293487;16,90398047;12,17224097;26,85517862;4006400;59,83;-4,5;56,17;28,17
Digitalis lutea;9,659596158;3,489148298;13,23999842;731,9156965;518,6728839;1339,672194;14,46355907;7,398056067;18,50906826;597600;11,83;-0,83;50,83;41,5
Erigeron acris;5,731174857;-0,337024236;11,7655881;699,9092346;438,2644742;1277,303526;12,9834309;7,119390673;17,80105539;8974800;59,83;-10,17;70,5;37,17
Eriophorum angustifolium;4,866790544;-2,108654661;11,03046605;725,0495756;501,5234246;1275,221675;11,69248782;5,221175197;16,3957988;8096800;59,83;-14,83;74,5;40,5
Eriophorum vaginatum;4,846502005;-1,444326881;10,58075484;730,2189673;503,2769024;1306,803453;11,69020401;6,189655196;15,57708971;7232400;59,83;-10,5;71,17;37,83
Erodium cicutarium;11,81383522;2,623566805;22,87600501;554,8780319;61,05760409;1135,993445;18,32288882;10,77574152;29,29757706;15791600;59,83;-14,83;65,5;25,17
Erysimum crepidifolium;9,038400377;7,865999041;11,81069541;716,2870907;517,9575089;1182,280936;14,86019627;13,34818405;18,16260757;10400;23,17;7,5;50,5;41,17
Euphorbia helioscopia;9,8827886;3,386515217;17,45694196;671,582146;304,9062519;1197,983167;15,40378836;10,07609256;21,74766444;8706000;59,5;-10,5;69,17;29,83
Festuca amethystina;7,73359558;4,626170874;10,33300603;732,9900266;522,6507685;1277,408614;13,52889441;9,768243832;16,74251923;226000;26,83;7,5;50,83;42,17
Filipendula vulgaris;7,734870744;3,193285526;12,89005721;689,0300402;387,6367402;1223,982481;14,93306358;11,84294249;18,82747325;6380800;59,83;-9,5;60,5;30,83
Buxus sempervirens;10,85982205;7,704803603;14,2508504;730,52446;514,6736387;1241,189205;15,45959845;11,99353296;18,8784187;185200;20,5;-6,5;50,17;37,5
Fraxinus ornus;11,70879865;7,501166029;16,05735212;714,4945182;513,9113973;1217,575602;17,30302378;12,6242977;20,98251582;892400;33,83;-0,83;48,17;36,17
Galium abaujense;8,055375083;5,719175295;9,740323191;723,5222606;518,1208312;1217,275124;14,620505;12,0151406;16,56110271;45600;25,5;21,83;48,5;46,17
Galium boreale;4,514891403;-1,755328802;9,480105409;697,3980491;400,7944813;1264,49158;12,3220715;6,162776259;17,8670717;7761200;59,83;-14,83;70,5;40,5
Galium lucidum;5,908502882;1,466304581;10,65208477;726,1549859;519,9827391;1221,083826;11,36278654;5,893974342;16,29561467;44400;16,17;5,83;47,83;44,5
Galium pumilum;8,248966675;4,027857309;11,63577638;737,033053;517,1282112;1277,289292;13,52547297;9,405356173;16,40302754;1117200;19,5;-3,17;60,17;43,17
Galium scabrum;16,78915577;13,99671591;18,3928502;724,3648034;517,1626489;1246,442578;20,7429923;18,74243071;22,27158314;293600;16,5;-14,5;42,83;28,17
Galium uliginosum;5,046948165;-1,420890538;10,8593845;724,8324874;457,4678681;1342,83137;12,27658143;6,192658421;16,72509631;8120800;59,83;-9,83;69,5;40,5
Gentiana asclepiadea;6,842093605;1,802721162;11,10036171;728,6195975;519,072424;1234,13512;12,5144585;6,649171647;16,73875213;482000;48,5;5,5;49,83;36,5
Gentianella ciliata;10,07099483;3,904306311;15,64036738;723,7484135;516,8202996;1250,334178;15,72858587;8,245519247;20,09631948;1028400;26,17;2,5;50,5;39,5
Geranium pratense;5,060575467;-0,18688273;9,372921743;717,6765919;514,5385775;1251,92994;12,66903321;8,574070884;16,02212358;5315600;59,83;-6,17;66,83;42,17
Calamagrostis arundinacea;5,336276746;0,966895628;10,14566855;720,115824;515,9956865;1270,97326;12,81001484;9,508737133;16,40476482;4741600;59,83;5,17;64,17;42,17
Helianthemum nummularium;9,251501564;5,108293249;14,90053275;728,4178749;514,0183466;1292,576499;14,97310414;10,94793938;20,14210624;3560400;54,5;-8,83;60,17;35,83
Hieracium bifidum;5,600578002;-1,037265879;12,7458505;730,4088728;518,8091611;1253,244954;11,43546245;5,580233501;18,3431654;1829600;59,83;-14,83;69,83;39,17
Hippocrepis comosa;9,932815928;4,926096272;14,19182296;725,820457;517,8144878;1220,720302;15,00088006;9,526668803;19,39429086;1520400;24,5;-7,17;54,5;37,17
Hippocrepis emerus;12,57470838;5,907581676;18,10319149;722,9593767;513,9045357;1230,820228;17,77738209;12,31667762;22,21370294;1527200;36,5;-1,17;59,17;32,83
Homogyne alpina;5,989564803;1,509021924;10,06378763;730,5951806;522,7708504;1260,529381;11,66650206;6,16039934;15,85565345;310000;26,5;-6,17;50,83;41,83
Hyoscyamus niger;8,714195323;2,610808103;16,09526671;635,7625045;204,1941926;1093,431806;15,80880046;10,97128249;21,44729987;10114400;59,83;-9,5;63,17;31,17
Inula conyzae;10,48804955;6,588415471;15,56864073;708,2346489;510,5086506;1176,226997;15,70621247;12,00574305;20,04543992;2892400;56,83;-9,5;54,83;36,5
Inula germanica;8,609916449;3,854739184;12,44680712;708,7702719;439,2448082;1249,610904;16,46754375;12,36815709;19,62704724;1945600;58,83;10,17;55,17;38,17
Iris sibirica;6,375650295;2,375712231;10,28277065;727,4979554;504,0091646;1334,422876;14,00839526;11,42465475;17,32283085;4208000;59,83;6,17;59,83;39,17
Jasione montana;8,201986328;3,628321394;15,07340008;743,4862664;515,7136317;1378,584995;14,3071259;11,54034307;19,64818703;4480400;47,83;-10,5;61,5;36,17
Calamagrostis canescens;5,134728143;0,384573283;9,195913747;717,7275076;514,5853211;1212,860574;12,67230076;9,021023283;15,5192508;4669200;59,83;-1,5;68,83;45,83
Juniperus communis;6,453179247;-1,180033385;14,9527478;689,6042992;439,2879166;1204,945012;13,17643426;6,091891815;20,46062473;10228400;59,83;-14,83;71,17;31,83
Knautia arvensis;7,043239787;1,374601708;12,99534296;702,7749204;455,1468755;1254,560923;13,75622377;9,291659918;18,58899026;8460800;59,83;-10,5;68,83;32,5
Koeleria pyramidata;8,609933451;5,483842258;11,756804;717,7001964;515,3534392;1234,233252;14,36014065;11,497939;17,49751965;1935200;31,17;-2,17;54,5;41,17
Lamium purpureum;8,343920362;3,394969692;14,33595909;702,288848;490,8302351;1205,481706;14,40548751;10,00450643;19,89628284;7402400;48,5;-10,5;68,5;31,5
Laserpitium latifolium;8,866955307;5,330589445;12,90930619;728,4257924;519,0262331;1273,949249;14,74484605;10,83590239;18,31545115;1903200;33,17;-7,5;60,5;38,17
Leontodon incanus;6,826422107;2,718280316;11,54922386;738,6055999;520,0034647;1277,377475;12,32859212;7,749876113;16,59735036;96800;20,17;8,83;49,83;44,17
Leucanthemum vulgare;6,631066221;-0,576861998;13,27890823;715,1496176;464,60178;1250,761303;13,15762492;6,921696336;18,40818026;9568800;59,83;-10,5;70,5;37,83
Leucojum aestivum;10,5436809;7,746779378;14,07507068;740,0497458;516,5408121;1285,701952;16,06143677;11,92562036;19,7954092;1288000;50,83;-8,83;56,83;36,83
Calamagrostis epigejos;7,986030606;0,922736978;15,7903225;635,9207656;164,3359133;1184,065691;15,51530374;9,052608491;23,29142729;11786800;59,83;-5,83;67,17;32,83
Lithospermum officinale;8,510574689;3,302239565;14,64965654;693,6096668;369,0802908;1242,679389;15,53851509;11,39518374;20,39448808;7895200;59,83;-9,5;67,17;33,17
Lonicera alpigena;7,601240811;1,652228713;12,34977828;729,721454;516,566727;1274,602636;13,19639363;6,667638156;18,18791932;315600;21,5;-1,17;48,83;39,5
Luzula nivea;8,600341629;3,011159492;12,63841098;734,5735779;522,7855731;1220,180823;13,36664258;7,09356662;17,77736173;290000;14,17;-0,17;47,5;41,5
Luzula pallescens;4,79804015;0,66003452;8,380091197;734,5704487;514,9780995;1295,544524;12,7004264;8,878496131;16,4556176;4448800;59,83;9,17;67,17;45,83
Malva sylvestris;11,92468732;4,892149721;20,81487967;629,1652939;104,3222666;1168,486437;17,88246507;12,45197738;27,85326234;8386800;50,5;-11,17;59,17;28,5
Medicago falcata;7,331058856;2,497592854;13,38796437;708,3622276;496,1348775;1227,318041;14,87388726;11,6592789;19,53713668;5587600;59,83;-0,5;59,83;36,17
Melampyrum sylvaticum;3,090883743;-2,147857118;9,104725914;728,260918;513,1329463;1259,46099;10,46816553;5,758923796;14,49619484;4078000;59,83;-4,5;70,83;41,17
Melica altissima;5,982490735;1,464577109;10,16558922;728,0464833;480,4598985;1358,584924;15,67002438;11,36440746;18,65804422;1687600;59,83;25,83;61,17;44,17
Myosotis stricta;6,576815528;1,78600712;10,86187745;688,8378361;389,7367034;1225,990903;14,47039247;10,77149572;19,07068164;5914400;59,83;-7,17;64,17;33,83
Calamagrostis villosa;6,567990054;1,765416705;9,866369395;730,6452171;520,8012886;1313,939501;11,95365019;6,125709515;16,18143697;256000;25,83;6,17;51,5;42,83
Nardus stricta;6,434312814;-0,612567812;12,6706509;726,4535015;510,5768513;1245,453659;12,34576208;6,482326038;16,94434435;6662000;48,83;-14,83;71,17;30,83
Omphalodes verna;9,373741992;5,421535592;12,58007587;724,69651;521,3084753;1281,319848;15,39491437;11,05161195;19,17429786;26000;16,5;9,83;47,17;44,83
Orobanche purpurea;10,28044748;4,951568079;15,12923671;714,6614217;480,1038128;1261,835264;16,25016842;10,85867636;20,27091085;3634000;53,5;-7,5;57,17;30,83
Oxalis corniculata;12,09089742;6,57380733;18,90483906;671,5936175;319,175442;1236,984518;17,63750101;12,16714316;24,17597549;7065200;57,5;-9,83;58,17;29,5
Parnassia palustris;5,823881437;-1,437458442;13,98903612;698,6047617;444,0460693;1189,485802;13,26580998;6,122787282;19,27768412;10222400;59,83;-14,83;71,17;30,17
Peucedanum oreoselinum;7,902696769;3,912479362;13,48148559;721,9795316;515,1921837;1272,742557;14,66844387;12,07740535;18,78718456;3691600;51,17;-8,5;58,83;38,17
Phyteuma orbiculare;7,967110715;3,549518795;11,53364598;733,1109349;516,5963457;1355,347884;13,492545;7,74585112;17,25267973;809600;26,17;2,5;51,83;41,83
Pimpinella saxifraga;6,660843028;1,143425382;12,43820102;714,8810973;453,1473951;1275,620478;13,74012607;8,701386108;18,50190312;8521600;59,83;-8,5;68,5;37,83
Calluna vulgaris;6,259815059;-0,421109984;12,74061504;726,6263047;510,9296785;1288,493452;12,46946469;6,853209864;17,19991317;6358400;48,83;-10,5;70,83;36,83
Pinus nigra;11,2315026;7,128868895;15,73425251;720,1239607;515,8685431;1226,65391;16,73551408;12,68029696;21,04536234;446400;42,5;-6,17;47,83;34,17
Plantago lanceolata;9,501400413;3,049120652;17,09878755;611,1172385;156,750207;1183,323056;16,40736357;10,65367845;23,36909354;12379600;59,83;-10,5;66,83;25,17
Poa glauca;2,235418162;-3,685114098;9,236760695;713,7675955;509,8319346;1216,970075;8,068034372;2,929046879;15,54710251;1226000;59,83;-14,83;74,5;36,17
Polygala amara;6,442265843;2,812590311;9,442574088;743,1696466;520,6935453;1357,589329;12,33824012;7,871079982;15,51684477;191600;26,5;10,5;51,17;42,83
Polygala amarella;4,884815641;-0,594132936;9,747460564;735,5370141;517,6684564;1290,498666;12,20216567;8,306109663;14,96522936;3265600;59,83;0,83;65,83;41,5
Potentilla alba;7,276566903;4,135176699;11,02303438;726,2615614;517,684954;1244,870648;14,37424495;12,20179345;17,57627958;2189600;46,83;7,17;56,17;41,5
Potentilla anglica;8,914460135;7,065443551;10,48474013;730,1724219;518,468672;1243,782982;13,46596735;11,74909928;14,92796322;1225200;22,83;-10,5;56,83;41,83
Potentilla incana;7,459429561;3,940777238;11,27269754;707,8711004;508,3918679;1251,102972;15,39594807;12,98864414;18,24752432;2037600;56,5;13,17;56,83;40,5
Potentilla micrantha;11,36396782;4,648091546;16,78491806;712,7957283;513,9972119;1231,36324;16,83833594;10,48978695;21,71559674;1475200;53,5;-6,17;50,17;34,83
Caltha palustris;5,285094726;-1,062558967;10,86074039;712,5383842;482,7392921;1231,060264;12,43493375;6,603512534;16,80989075;8041600;59,83;-9,83;71,17;41,17
Potentilla tabernaemontani;9,419629633;5,80072079;13,41774019;741,5788441;520,0584356;1341,284347;14,7838242;11,4172065;18,27672837;2328000;28,5;-7,83;60,83;40,17
Prunella laciniata;11,77922192;6,075350409;17,21194966;714,4981657;504,8949039;1244,77559;17,05104173;12,03411727;21,10177293;2914400;48,83;-9,5;52,5;34,17
Prunus cerasifera;10,49867303;3,200779318;16,19146357;734,312226;507,8903894;1343,930388;17,30004551;9,169257028;23,26811961;624400;58,83;19,83;46,83;32,83
Prunus fruticosa;5,994121574;1,777248372;10,22388762;724,0466527;505,8072563;1334,904587;15,10568357;11,90493845;17,55778545;1614000;59,83;7,83;57,17;42,17
Prunus mahaleb;10,31938427;6,193367245;15,60323158;739,3477542;513,2863655;1359,108187;16,14212956;11,35562289;22,2369048;1843600;49,83;-8,5;51,17;31,83
Pulsatilla vulgaris;8,049834142;5,647819637;10,41142463;724,8637183;521,9956266;1236,933666;13,72264965;11,1194019;16,80605781;827600;24,83;3,83;59,83;42,5
Pyrola chlorantha;5,096201644;0,692198409;8,816857107;753,6790199;519,4856457;1328,113033;12,39671358;8,020996013;15,22437083;3994800;59,83;-0,83;67,83;41,17
Quercus cerris;11,46887568;7,62676167;15,84973115;738,5709719;520,7651094;1326,118246;17,27660178;13,52417972;20,99590503;914800;37,5;6,83;48,83;35,83
Ranunculus cassubicus;5,071370872;0,672520478;9,265417212;732,6684629;511,9381679;1278,402502;13,11323023;9,919200456;16,3687898;3586400;58,83;12,5;64,5;43,83
Rhododendron ponticum;9,984409527;1,943927637;14,05412517;717,6157361;517,5967034;1240,406478;15,29842126;6,897963444;18,9416666;78000;44,5;27,5;44,5;41,17
Calystegia sepium;8,176765862;2,819569314;14,80043243;705,5435082;410,7720758;1308,049701;14,93935235;11,05021463;19,90171325;8031600;59,83;-10,17;63,17;36,83
Rumex crispus;8,29090808;1,395905796;16,75825411;684,9005833;378,407843;1250,684165;15,07534684;10,18934023;21,00749352;9659600;59,83;-10,5;64,83;29,83
Rumex hydrolapathum;7,381007674;2,86455937;11,33008745;715,4517344;509,3522384;1227,149001;14,05826869;11,37999202;17,45540198;5297200;56,5;-10,5;61,5;42,83
Salix alba;9,61956791;2,078612103;18,02955113;669,4271611;279,6919185;1229,668335;16,90014694;11,1512106;24,42390594;10453200;59,83;-9,5;61,5;29,5
Salix appendiculata;6,501359098;1,508978413;10,17378972;732,6590834;515,1708118;1262,167258;11,87654588;5,884224293;16,29561467;235600;16,17;5,5;48,5;44,5
Salix pentandra;5,020722071;-0,642585607;9,856726153;727,9144716;505,5980993;1331,506032;12,67384396;7,209742434;17,25976247;6584000;59,83;-9,83;70,17;39,5
Sanguisorba officinalis;5,83934167;-1,602655858;11,29235142;705,7798089;449,2817239;1281,963781;13,32938431;7,196077547;17,65953574;6858800;59,83;-9,83;69,5;36,17
Scabiosa ochroleuca;7,49157508;3,7169912;11,07902806;714,266759;471,8073055;1238,407394;15,36708895;13,00952649;18,43817261;3016800;59,83;6,5;60,17;40,83
Scorzonera humilis;7,715896561;4,569843127;12,19864159;728,6315328;519,750697;1257,076319;13,71396998;11,51012752;16,87490766;2733200;43,83;-9,5;60,83;39,17
